State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
DE,2017,August,12 month-ending,Percent with drugs specified,80.06134969,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,August,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,August,12 month-ending,Number of Drug Overdose Deaths,326,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,326
DE,2017,August,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,August,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,Percent with drugs specified,85.04398827,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,Number of Drug Overdose Deaths,341,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,341
DE,2017,December,12 month-ending,Number of Deaths,9132,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,December,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,Number of Drug Overdose Deaths,309,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,309
DE,2017,February,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,Number of Deaths,9085,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,February,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,February,12 month-ending,Percent with drugs specified,67.63754045,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,Number of Deaths,9058,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,Number of Drug Overdose Deaths,310,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,310
DE,2017,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,Percent with drugs specified,67.09677419,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,January,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,January,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,Number of Deaths,9108,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,Number of Drug Overdose Deaths,320,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,320
DE,2017,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,July,12 month-ending,Percent with drugs specified,78.125,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,Number of Deaths,9098,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,Percent with drugs specified,76.35782748,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,June,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,Number of Drug Overdose Deaths,313,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,313
DE,2017,June,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,Number of Deaths,9099,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,Number of Drug Overdose Deaths,312,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,312
DE,2017,March,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,Percent with drugs specified,70.51282051,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,Number of Drug Overdose Deaths,310,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,310
DE,2017,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,Number of Deaths,9119,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,May,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,Percent with drugs specified,74.51612903,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,May,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,Number of Deaths,9047,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,Number of Drug Overdose Deaths,345,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,345
DE,2017,November,12 month-ending,Percent with drugs specified,83.1884058,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,November,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,Number of Deaths,9016,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,Number of Drug Overdose Deaths,338,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,338
DE,2017,October,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,Percent with drugs specified,82.5443787,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,October,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,Number of Drug Overdose Deaths,329,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,329
DE,2017,September,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,Number of Deaths,9045,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2017,September,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2017,September,12 month-ending,Percent with drugs specified,82.0668693,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,April,12 month-ending,Number of Deaths,9256,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,April,12 month-ending,Cocaine (T40.5),126,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,126
DE,2018,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),65,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,65
DE,2018,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",262,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,262
DE,2018,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",87,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,87
DE,2018,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",298,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,298
DE,2018,April,12 month-ending,Heroin (T40.1),143,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,143
DE,2018,April,12 month-ending,Number of Drug Overdose Deaths,360,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,360
DE,2018,April,12 month-ending,Percent with drugs specified,91.38888889,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",228,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,228
DE,2018,April,12 month-ending,Methadone (T40.3),24,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,25
DE,2018,April,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
DE,2018,August,12 month-ending,Number of Deaths,9505,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",333,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,333
DE,2018,August,12 month-ending,Percent with drugs specified,96.06299213,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),60,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,60
DE,2018,August,12 month-ending,Number of Drug Overdose Deaths,381,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,381
DE,2018,August,12 month-ending,Psychostimulants with abuse potential (T43.6),12,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,13
DE,2018,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",293,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,293
DE,2018,August,12 month-ending,Heroin (T40.1),142,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,142
DE,2018,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",78,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,78
DE,2018,August,12 month-ending,Methadone (T40.3),22,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,23
DE,2018,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",267,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,267
DE,2018,August,12 month-ending,Cocaine (T40.5),146,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,146
DE,2018,December,12 month-ending,Number of Deaths,9482,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,December,12 month-ending,Cocaine (T40.5),143,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,143
DE,2018,December,12 month-ending,Number of Drug Overdose Deaths,399,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,399
DE,2018,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",323,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,323
DE,2018,December,12 month-ending,Percent with drugs specified,97.99498747,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",361,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,361
DE,2018,December,12 month-ending,Psychostimulants with abuse potential (T43.6),13,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,14
DE,2018,December,12 month-ending,Heroin (T40.1),147,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,147
DE,2018,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),65,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,65
DE,2018,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",85,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,85
DE,2018,December,12 month-ending,Methadone (T40.3),24,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,25
DE,2018,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",300,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,300
DE,2018,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,Methadone (T40.3),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,Percent with drugs specified,89.05325444,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,February,12 month-ending,Heroin (T40.1),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,Psychostimulants with abuse potential (T43.6),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,Number of Deaths,9194,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,
DE,2018,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,Cocaine (T40.5),,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.  Data not shown due to low data quality.,**,
DE,2018,February,12 month-ending,Number of Drug Overdose Deaths,338,100,0,Delaware,Numbers may differ from published reports using final data. See Technical Notes.,**,338
